date,Temp,Rain,RH,WD,WS,Solar,Lag1,Pak_PM10
1-Jan-14,11.75,0,77.52,34.42,0.83,207.43,23,20.61
2-Jan-14,21.71,0,69.25,300.98,1.18,232.04,20.61,13.53
3-Jan-14,21.04,0,76.55,224.87,1.93,274.39,13.53,10.36
4-Jan-14,18.42,0,76.27,199.48,0.58,224.46,10.36,15
5-Jan-14,14.79,0.04,74.89,213.38,1.73,206.41,15,15.87
6-Jan-14,14.71,0,75.62,194.88,1.14,222.39,15.87,26.11
7-Jan-14,14.79,0,72.6,254.64,1.33,327.33,26.11,17.36
8-Jan-14,18.5,0,66.21,198.21,1.53,307,17.36,21.31
9-Jan-14,21,0,74.15,86.48,0.38,249.45,21.31,12.39
10-Jan-14,13.83,0,77.25,201.86,0.98,157.88,12.39,11.49
11-Jan-14,11.75,0.03,79.41,266.1,1.1,126.64,11.49,12.63
12-Jan-14,20.92,0,72.11,296.07,1.44,247.84,12.63,6.36
13-Jan-14,17.29,0,71.87,213.24,0.67,301.47,6.36,10.83
14-Jan-14,12.17,0,73.75,175.4,0.54,161.77,10.83,22.21
15-Jan-14,19.63,0,70.09,189.13,1.56,234.98,22.21,23.38
16-Jan-14,19.13,0,70.21,191.96,1.39,276.17,23.38,15.53
17-Jan-14,9.92,0,81.9,216.17,0.64,110.54,15.53,23.12
18-Jan-14,15.63,0,74.32,196.57,0.68,235.31,23.12,30.9
19-Jan-14,13.17,0,77.28,199.28,0.72,212.17,30.9,22.13
20-Jan-14,9.04,0,73.91,182.46,0.69,157.54,22.13,17.33
21-Jan-14,19.38,0,74.77,86.23,0.58,304.37,17.33,12.5
22-Jan-14,19.04,0,73.75,212.98,1.63,275.82,12.5,13.64
23-Jan-14,24.46,0,71.18,118.21,0.36,247.57,13.64,21.48
24-Jan-14,15.71,0,74.38,158.03,0.59,306.88,21.48,18.13
25-Jan-14,11.58,0,77.87,93.17,0.66,95.55,18.13,15.59
26-Jan-14,12.63,0,77.6,205.63,1.77,91.55,15.59,15.89
27-Jan-14,11.33,0,73.48,196.54,0.57,170.29,15.89,18
28-Jan-14,18.71,0,70.58,209.58,0.89,314.38,18,14.32
29-Jan-14,21.29,0,72.1,116.12,0.68,289.18,14.32,17.56
30-Jan-14,23.83,0,75,59.32,0.43,309.93,17.56,16.58
31-Jan-14,18.25,0.09,74.82,166.39,0.68,174.29,16.58,14.24
1-Feb-14,22.05,0,67.8,210.09,0.74,208.36,14.24,9.37
2-Feb-14,13.79,0,72.96,256.88,1.81,203.88,9.37,7.19
3-Feb-14,15.5,0,75.26,187.32,0.75,157.28,7.19,15.17
4-Feb-14,15.54,0,69.18,263.44,1.52,205.21,15.17,16.55
5-Feb-14,18.46,0,74.5,197.79,1.05,256.01,16.55,15.24
6-Feb-14,17.25,0,77.22,75.15,0.48,155.2,15.24,15.23
7-Feb-14,19.42,0,74.62,67.87,0.48,328.14,15.23,10.87
8-Feb-14,8.46,0.15,81.87,210.96,1.61,28.81,10.87,8.1
9-Feb-14,19.04,0,73.27,251.33,1.33,139.43,8.1,16.82
10-Feb-14,15.83,0.04,73.14,258.9,2.45,127.8,16.82,13.01
11-Feb-14,17.33,0,78.21,125.39,1.03,187.57,13.01,12.97
12-Feb-14,11.96,0.01,80.59,83.82,1.08,208.99,12.97,14.84
13-Feb-14,12.13,0,76.35,171.28,0.5,119.16,14.84,12.51
14-Feb-14,16.88,0,74.58,215.45,1.14,285.31,12.51,13.51
15-Feb-14,21.96,0.01,70.38,221.92,1.36,150.32,13.51,11.32
16-Feb-14,17.71,0,72.6,222.8,1.23,211.25,11.32,10.1
17-Feb-14,16.33,0,73.68,180.47,0.38,150.73,10.1,13.44
18-Feb-14,19.54,0,73.28,256.05,1.55,299.88,13.44,16.26
19-Feb-14,20.08,0,74.6,237.91,0.61,396.89,16.26,16.7
20-Feb-14,20.21,0,76.78,17.6,0.65,170.77,16.7,12.07
21-Feb-14,13.04,0,74.78,195.14,1.22,256.24,12.07,19.24
22-Feb-14,15.13,0.03,72.79,251.58,1.18,155.44,19.24,6.06
23-Feb-14,13.21,0.07,78.9,261.34,1.76,159.21,6.06,16.91
24-Feb-14,19.42,0,71.88,201.23,0.97,282.43,16.91,19.96
25-Feb-14,14.38,0.01,80.92,142.32,0.8,93.61,19.96,20.65
26-Feb-14,9.83,0.04,77.26,240.36,0.64,93.93,20.65,20.5
27-Feb-14,12.79,0.01,76.23,238.83,1.66,104.7,20.5,21.08
28-Feb-14,13.79,0.03,75.3,277.1,1.17,114.46,21.08,18.18
1-Mar-14,13.88,0.01,72.81,260.47,1.37,208.65,18.18,19.83
2-Mar-14,18.29,0,71.61,210.33,0.94,312.33,19.83,13.09
3-Mar-14,17.13,0,74.3,270.28,2.03,266.54,13.09,13.46
4-Mar-14,8.92,0,79.07,90.38,0.93,121.01,13.46,19.91
5-Mar-14,20.46,0,73.63,181.13,0.51,173.17,19.91,19.62
6-Mar-14,15.63,0,72.28,247.79,1.23,141.55,19.62,14.04
7-Mar-14,18.42,0,76.02,85.74,0.67,304.17,14.04,13.94
8-Mar-14,14.79,0,76.65,89.15,0.88,89.86,13.94,10.19
9-Mar-14,17.38,0,74.77,151.36,0.74,214.97,10.19,8.31
10-Mar-14,14.88,0,74.57,213.57,0.59,256.69,8.31,9.91
11-Mar-14,19.58,0.01,72.15,240.49,1,184.64,9.91,13.05
12-Mar-14,15.33,0,75.1,220.94,2.36,264.01,13.05,13.14
13-Mar-14,13.29,0,76.66,202.25,0.31,126.48,13.14,7.76
14-Mar-14,14.63,0,72.26,183.23,0.63,95.62,7.76,10.36
15-Mar-14,21.17,0,70.88,191.43,0.93,212.79,10.36,11.86
16-Mar-14,21.92,0,74.9,107.7,1.3,150.4,11.86,14.85
17-Mar-14,12.88,0.06,79.8,264.46,0.51,90.17,14.85,14.6
18-Mar-14,17.67,0.02,74.95,207.4,1.43,98.13,14.6,12.71
19-Mar-14,17.33,0,75.04,231.33,0.71,153.45,12.71,17.49
20-Mar-14,16.75,0.03,75.1,267.05,1.23,139.36,17.49,17.66
21-Mar-14,16.63,0,76.32,210.45,2.17,157.74,17.66,16.15
22-Mar-14,20.21,0,78.21,288.75,0.73,216.7,16.15,10.93
23-Mar-14,15.75,0.01,76.84,346.32,1.44,116.03,10.93,11.3
24-Mar-14,10.33,0.03,80.08,220.7,2.05,107.04,11.3,9.78
25-Mar-14,11.79,0,78.39,249.83,1.38,73.43,9.78,12.71
26-Mar-14,17.25,0,78.2,219.34,0.31,166.27,12.71,19.65
27-Mar-14,14.75,0,74.36,99.62,0.33,178.05,19.65,19.2
28-Mar-14,20.29,0,75.74,218.88,0.57,195.6,19.2,19.53
29-Mar-14,18.13,0,80.2,235.35,1.13,139.77,19.53,13.67
30-Mar-14,14.71,0.02,76.89,244.45,1.08,118.79,13.67,10.22
31-Mar-14,23.5,0,67.98,194.37,0.92,262.6,10.22,13.49
1-Apr-14,16.67,0,74.77,203.93,0.83,195.92,13.49,11.9
2-Apr-14,14.83,0,75.31,213.49,0.74,174.4,11.9,13.03
3-Apr-14,14.63,0.02,74.98,217.33,1.79,182.38,13.03,11.6
4-Apr-14,6.88,0,78.23,204.14,0.32,113.33,11.6,12.96
5-Apr-14,16.21,0.05,74.6,212.47,0.61,151.54,12.96,12.86
6-Apr-14,22.71,0,75.12,220.8,0.89,284.12,12.86,13.9
7-Apr-14,20.25,0,70.27,262.58,0.59,211.22,13.9,14.96
8-Apr-14,21.58,0,72.12,35.11,0.44,329.83,14.96,17.48
9-Apr-14,16.54,0,76.14,107.28,0.38,172.15,17.48,18.44
10-Apr-14,17.58,0,70.81,219.58,1.13,138.62,18.44,10.52
11-Apr-14,17.33,0,71.59,198.8,0.73,221.35,10.52,9.49
12-Apr-14,18.42,0,77.76,133.71,0.34,189.47,9.49,12.96
13-Apr-14,14.88,0,76.24,69.04,2.19,49.4,12.96,11.04
14-Apr-14,12.46,0.01,82.68,252.83,1.34,84.57,11.04,12.12
15-Apr-14,16.39,0.02,74.44,263.76,0.88,71.73,12.12,12.8
16-Apr-14,18.13,0,74.42,203.34,1.21,185.71,12.8,13.19
17-Apr-14,12.83,0,75.04,208.19,2.22,114.69,13.19,23.18
18-Apr-14,18.25,0,76.61,265.19,1.91,218.75,23.18,22.44
19-Apr-14,18.53,0,72.53,245.15,0.56,179.84,22.44,11.35
20-Apr-14,17.04,0,72.95,182.3,0.85,237.61,11.35,11.08
21-Apr-14,21.21,0,69.58,189.09,0.92,268.73,11.08,10.32
22-Apr-14,17.67,0,71.54,156.38,0.29,197.65,10.32,12.14
23-Apr-14,20.21,0,74.93,63.29,0.5,299.1,12.14,13.37
24-Apr-14,16.54,0.03,73.54,283.83,1.32,261.48,13.37,13.24
25-Apr-14,12.38,0,80.08,209.47,0.3,58.93,13.24,9.97
26-Apr-14,15.75,0,75.9,219.58,0.6,189.74,9.97,17.54
27-Apr-14,12.63,0,70.9,229.69,0.9,270.18,17.54,13.51
28-Apr-14,20,0,71.08,151.32,0.58,211.91,13.51,13.13
29-Apr-14,11.88,0,75.84,116.97,0.61,177.15,13.13,17.36
30-Apr-14,18.96,0.03,76.46,254.09,2.12,204.75,17.36,18.96
1-May-14,19.92,0.01,75.05,228.54,0.83,165.22,18.96,16.37
2-May-14,19.54,0,76.58,138.51,0.39,169.77,16.37,15.21
3-May-14,12.21,0.07,78.34,280.09,1.38,154.82,15.21,16.72
4-May-14,15.5,0,80.92,196.9,0.23,133.95,16.72,12.84
5-May-14,16,0.08,77.76,331.38,2.31,146.59,12.84,11.25
6-May-14,14.83,0.03,81.54,152.09,0.54,37.87,11.25,20
7-May-14,14.48,0.03,77.86,250.3,2.74,157.67,20,13.54
8-May-14,14.04,0,72.19,200.38,0.7,200.08,13.54,8.36
9-May-14,16.29,0,77,267.46,2.15,69.2,8.36,9.53
10-May-14,11.96,0,83.28,207.43,0.73,98.49,9.53,14.73
11-May-14,16.38,0,75.51,50.01,0.5,277.81,14.73,16.82
12-May-14,15.42,0,79.42,195.66,1.2,197.65,16.82,16.93
13-May-14,21.29,0,73.53,235.75,1.81,329.23,16.93,6.98
14-May-14,17,0,80,45.31,0.64,258.12,6.98,9.55
15-May-14,15.13,0.01,74.43,227,1.93,240.94,9.55,15.14
16-May-14,11.29,0,72.48,137.19,0.47,180.07,15.14,16.07
17-May-14,22.88,0,69.7,186.5,0.43,257.8,16.07,24.49
18-May-14,21.46,0,78.49,20.95,0.63,298.77,24.49,30.67
19-May-14,11.92,0.01,82.48,187.65,0.34,42.51,30.67,28.38
20-May-14,15.08,0.03,78.43,278.46,1.35,73.5,28.38,24.67
21-May-14,12.25,0,74.66,82.03,0.63,204.93,24.67,16.3
22-May-14,19.58,0,77.08,194.28,1.36,184.39,16.3,20.34
23-May-14,12.04,0,73.5,179.28,0.54,133.54,20.34,14.04
24-May-14,16,0.03,74.68,229.82,2.15,206.1,14.04,18.49
25-May-14,22.46,0,71.22,105.47,0.89,209.5,18.49,16.3
26-May-14,13.92,0,76.49,42.29,0.64,125.7,16.3,18.78
27-May-14,20.5,0.02,78.24,222.92,1.81,224.56,18.78,26.13
28-May-14,23.96,0,72.3,105.45,0.37,301.58,26.13,48.86
29-May-14,13.63,0.03,81.66,250.2,1.12,82.97,48.86,27.77
30-May-14,18.08,0.01,77.68,300.01,2.11,86,27.77,11.41
31-May-14,17.13,0,72.98,96.93,0.43,267.94,11.41,14.33
1-Jun-14,14.08,0,74.47,206.01,1.97,97.35,14.33,17.79
2-Jun-14,20.96,0,77.51,76.73,0.48,262.75,17.79,14.61
3-Jun-14,13.79,0.03,81.03,14.47,0.59,144.19,14.61,19.23
4-Jun-14,23.25,0,81.1,25.29,1.14,280.8,19.23,17.15
5-Jun-14,8.38,0,76.71,224.6,0.6,138.17,17.15,19.4
6-Jun-14,13.21,0.01,79.49,239.34,1.82,90.21,19.4,14.29
7-Jun-14,16.25,0.01,78.37,224.47,1.18,126.81,14.29,8.41
8-Jun-14,11.17,0,84.05,217.55,0.85,96.08,8.41,11.38
9-Jun-14,10.54,0,79.64,212.06,0.89,104.22,11.38,15.49
10-Jun-14,22,0,81.33,235.2,1.02,242.38,15.49,10.99
11-Jun-14,13.71,0,70.42,54.95,0.65,127.78,10.99,18.56
12-Jun-14,17.38,0,78.64,305.56,1.48,235.83,18.56,11.73
13-Jun-14,23.38,0,65.84,151.68,0.3,182.59,11.73,18.96
14-Jun-14,13.04,0.04,74.05,35.74,1.15,122.85,18.96,26.76
15-Jun-14,13.46,0,75.9,213.07,1.92,158.43,26.76,40.44
16-Jun-14,18.08,0,78.06,78.18,0.33,160.7,40.44,14.69
17-Jun-14,15.25,0,81.34,37.74,1.32,116.1,14.69,12.59
18-Jun-14,11.67,0,81.85,226.36,1.22,145.61,12.59,14.97
19-Jun-14,19.67,0,74.24,236.57,0.88,267.38,14.97,14.82
20-Jun-14,21.63,0,79.32,118.7,0.55,167.6,14.82,26.97
21-Jun-14,14.21,0.02,75.26,278.77,0.83,89.59,26.97,20.92
22-Jun-14,12.88,0.03,79.78,173.82,1.16,60.2,20.92,20.97
23-Jun-14,15.96,0,74.49,263.31,0.63,80.8,20.97,25.08
24-Jun-14,6.38,0,71.38,179.49,0.45,130.52,25.08,8.83
25-Jun-14,13.67,0.03,77.26,221.62,3.41,160.89,8.83,15.09
26-Jun-14,19.54,0.03,75.79,333.92,1.67,109.68,15.09,12.62
27-Jun-14,14.25,0,86.15,238.63,0.91,102.98,12.62,12.46
28-Jun-14,9.29,0,79.6,230.34,0.6,176.91,12.46,24.39
29-Jun-14,18.79,0.02,76.55,62.92,0.5,124.62,24.39,23.28
30-Jun-14,13.58,0,74.9,260.99,0.78,199.72,23.28,16.18
1-Jul-14,9.54,0.01,76.39,218.9,1.18,120.78,16.18,12.64
2-Jul-14,16.83,0,71.59,183.91,0.62,205.38,12.64,12.59
3-Jul-14,19.04,0,81.34,97.74,0.35,170.87,12.59,19.11
4-Jul-14,15.54,0.2,79.92,284.63,1.95,172.52,19.11,21.13
5-Jul-14,20.33,0.03,77.38,84.58,1.4,174.17,21.13,22.43
6-Jul-14,21.92,0,67.12,307.26,0.75,250.02,22.43,20.74
7-Jul-14,12.5,0.01,78.13,200.08,1.63,111.81,20.74,11.02
8-Jul-14,12.71,0,80.22,208.49,0.33,142.14,11.02,14.63
9-Jul-14,19.79,0.07,73,194.4,0.74,213.18,14.63,15.95
10-Jul-14,12.25,0.08,77.43,266.3,1.16,115.63,15.95,19.64
11-Jul-14,14.33,0.03,76.4,294.89,0.75,156.46,19.64,16.06
12-Jul-14,16.67,0,80.11,213.23,0.72,183.95,16.06,13.94
13-Jul-14,15.21,0,80.15,136.58,0.58,138.3,13.94,14.18
14-Jul-14,13.92,0.05,75.88,239.5,1.97,163.98,14.18,31.52
15-Jul-14,17.46,0.03,79.8,288.65,0.98,140.76,31.52,22.59
16-Jul-14,18.63,0.04,77.15,212.54,1.5,83.23,22.59,25.24
17-Jul-14,9.92,0.03,82.28,208.56,2.38,81.4,25.24,29.69
18-Jul-14,21.04,0.01,78.52,247.06,1.52,99.3,29.69,38.1
19-Jul-14,20.33,0,71.64,176.13,1.12,333.84,38.1,34.84
20-Jul-14,13.75,0.01,78.27,269.78,1.04,78.81,34.84,7.95
21-Jul-14,18.79,0,76.47,115.64,1.29,86.18,7.95,13.68
22-Jul-14,9,0,74.95,68.79,0.56,157.32,13.68,24.98
23-Jul-14,13.71,0,83.35,195.62,0.35,100.83,24.98,46.82
24-Jul-14,10.21,0,80.91,111.11,0.74,86.55,46.82,34.12
25-Jul-14,20.38,0,79.03,239.47,0.55,148.25,34.12,16.88
26-Jul-14,13.54,0,72.25,35.06,0.98,156.95,16.88,17.02
27-Jul-14,18.13,0,73.48,265.6,1.61,146.3,17.02,21
28-Jul-14,16,0,71.48,181.04,0.24,170.92,21,38.54
29-Jul-14,16.71,0,70.5,231.34,0.4,155.88,38.54,15.22
30-Jul-14,11.33,0.03,81.47,262.39,1.57,54.15,15.22,8.83
31-Jul-14,19,0,75.94,235.44,0.75,183.73,8.83,14.13
1-Aug-14,13.33,0,74.14,245.02,1.33,177.25,14.13,10.54
2-Aug-14,19.33,0,71.63,187.32,0.46,165.18,10.54,18.5
3-Aug-14,16.63,0,79.65,174.99,0.73,108.35,18.5,16.34
4-Aug-14,16.75,0,74.78,133.87,0.7,188.5,16.34,16.4
5-Aug-14,12.71,0.05,74.58,183.36,1.03,153.23,16.4,16.44
6-Aug-14,11.58,0.03,85.66,215.82,1.35,96.43,16.44,20.94
7-Aug-14,13.21,0,77.78,96.21,0.44,113.55,20.94,19.4
8-Aug-14,21.54,0.05,79.03,36.62,0.73,285.27,19.4,19.26
9-Aug-14,16.23,0.03,77.32,71.47,0.76,204.81,19.26,22.67
10-Aug-14,10.92,0,75.6,106.31,0.78,124.35,22.67,27.52
11-Aug-14,10.79,0,80.19,24.64,0.45,200.02,27.52,15.67
12-Aug-14,14.46,0.01,79.79,50.04,1.17,195.53,15.67,11.01
13-Aug-14,16.33,0,77.07,247.03,1.34,174.54,11.01,13.46
14-Aug-14,14.21,0.03,80.63,1.69,1.13,116.08,13.46,17.49
15-Aug-14,16.21,0.03,77.86,275.16,0.73,106.46,17.49,29.43
16-Aug-14,11.46,0,81.3,193.83,0.77,96.83,29.43,27.68
17-Aug-14,13.46,0,78.32,71.99,0.62,192.72,27.68,18.43
18-Aug-14,22.46,0,72.31,97.46,0.91,185.67,18.43,21.33
19-Aug-14,18.75,0,74,243.32,1.22,135.98,21.33,13.4
20-Aug-14,21,0.01,70.82,304.59,1.57,192.53,13.4,10.14
21-Aug-14,15.96,0,72,265.55,1.44,157.57,10.14,16.26
22-Aug-14,17.58,0,71.64,202.39,0.4,234.83,16.26,13.98
23-Aug-14,19.58,0.06,80.16,86.09,1.05,58.46,13.98,22.2
24-Aug-14,7.75,0,76.97,180.34,0.18,121.47,22.2,20.9
25-Aug-14,11.29,0,74.85,283.61,0.9,146.73,20.9,15.92
26-Aug-14,23.25,0.01,74.68,304.53,0.92,272.44,15.92,9.05
27-Aug-14,17.63,0,73.85,288.15,2.12,119.51,9.05,11.43
28-Aug-14,11.17,0,74.86,330.66,0.32,76.85,11.43,10.09
29-Aug-14,22.46,0,73.01,317.52,0.87,271.42,10.09,11.54
30-Aug-14,18.5,0,74.12,177.91,0.45,219.38,11.54,7.76
31-Aug-14,6.17,0,76.13,185.08,0.72,132.75,7.76,7.6
1-Sep-14,13.75,0,76.35,232.4,0.96,160.54,7.6,6.23
2-Sep-14,17.38,0,72.55,196.96,0.33,141.35,6.23,12.84
3-Sep-14,22.63,0.08,73.25,254.71,1.1,250.97,12.84,11.7
4-Sep-14,14.17,0.02,81.61,216.83,0.83,105.46,11.7,8.56
5-Sep-14,6.58,0,79.2,212.15,0.35,113.28,8.56,15.18
6-Sep-14,16.21,0,79.58,208.07,0.87,118.31,15.18,5.97
7-Sep-14,19.13,0,74.05,261.66,1.14,258.08,5.97,7.97
8-Sep-14,13.96,0.01,74.92,259.91,1.07,213.61,7.97,17.14
9-Sep-14,11.29,0,77.12,183.53,0.26,154.6,17.14,17.82
10-Sep-14,17.54,0,75.55,270.41,2.22,142.44,17.82,10.88
11-Sep-14,18.17,0,78.43,78.87,0.39,152.24,10.88,6.49
12-Sep-14,16.46,0.02,72.93,111.32,0.41,135.91,6.49,10
13-Sep-14,16.75,0.03,80.98,140.27,0.6,233.65,10,14.24
14-Sep-14,9.63,0.01,79.2,209.63,1.21,147,14.24,19.49
15-Sep-14,10.5,0,75.43,185.46,0.5,103.99,19.49,13.49
16-Sep-14,19.25,0,76.81,93.53,0.95,114.09,13.49,11.4
17-Sep-14,14.21,0,70.5,217.59,0.75,200.71,11.4,15.99
18-Sep-14,11.58,0,80.44,226.16,1.18,99.68,15.99,14.67
19-Sep-14,10.75,0,75.59,197.62,0.47,132.73,14.67,13.19
20-Sep-14,11.13,0,74,172.06,0.49,193.2,13.19,14.46
21-Sep-14,16.71,0,85.68,40.11,0.59,138.7,14.46,9.08
22-Sep-14,11.96,0,77.12,211.73,0.38,142.21,9.08,18.01
23-Sep-14,18.17,0.01,80.21,44.35,0.58,194.97,18.01,20.73
24-Sep-14,12.54,0.1,80.17,62.16,1.89,58.7,20.73,34.5
25-Sep-14,13.46,0,75.05,187.29,0.57,118.4,34.5,26.68
26-Sep-14,17.63,0.06,79.57,293.94,1.24,48.74,26.68,13.21
27-Sep-14,13.92,0,77.29,205.64,0.26,98.12,13.21,14.51
28-Sep-14,17.13,0.15,82.87,58.08,0.9,123.7,14.51,10.66
29-Sep-14,18.46,0.02,76.01,243.65,1.53,139.52,10.66,7.3
30-Sep-14,13.96,0.06,76.93,55.03,1.09,56.7,7.3,10.03
1-Oct-14,21.38,0,72.66,214.01,0.63,210.78,10.03,10.93
2-Oct-14,18.96,0,72.93,150.04,0.31,181.78,10.93,14.77
3-Oct-14,7.25,0,76.77,203.91,0.28,121.75,14.77,17.94
4-Oct-14,9.38,0,79.35,96.06,1.18,73.45,17.94,17.44
5-Oct-14,22.42,0,74.72,79.36,0.64,242.22,17.44,15.91
6-Oct-14,20.79,0.01,78.05,145.24,0.79,254.48,15.91,25.29
7-Oct-14,17.33,0,72.9,186.18,0.89,180.52,25.29,30.79
8-Oct-14,17.67,0.01,78.1,303.72,1.4,202.08,30.79,20.04
9-Oct-14,18.5,0,77.55,216.91,1.07,201.15,20.04,23.64
10-Oct-14,23.63,0.01,72.19,240.62,1.18,241.25,23.64,19.99
11-Oct-14,11.96,0.05,79.4,232.32,2.39,165.57,19.99,14.02
12-Oct-14,10.33,0,79.78,218.67,0.7,162.33,14.02,13.2
13-Oct-14,21.38,0.02,77.66,199.78,0.93,114.73,13.2,14.2
14-Oct-14,12.92,0,76.56,63.55,0.48,200.78,14.2,14.52
15-Oct-14,15.38,0,77.23,56.68,1.05,229.18,14.52,14.77
16-Oct-14,7.88,0,74.8,176.48,0.58,122.61,14.77,10.25
17-Oct-14,19.46,0.04,81.94,253.47,2.84,206.1,10.25,10.62
18-Oct-14,15.21,0,79.95,212.7,1.53,193.1,10.62,12.42
19-Oct-14,15.83,0,77.71,264.03,1.3,148.66,12.42,8.99
20-Oct-14,9.96,0.05,82.56,198.53,1.35,76.85,8.99,12.4
21-Oct-14,19.79,0.01,74.2,63.61,0.55,102.72,12.4,13.56
22-Oct-14,13.13,0.07,80.07,266.55,0.88,54.14,13.56,15.87
23-Oct-14,12.71,0,79.71,138.11,0.65,140.14,15.87,13.73
24-Oct-14,17.13,0,81.03,202.6,2.04,158.72,13.73,16.61
25-Oct-14,14.58,0,77.67,302.5,0.58,152.76,16.61,12.2
26-Oct-14,17.46,0,80.79,51.39,0.48,135.18,12.2,13.87
27-Oct-14,14,0.01,79.67,239.42,0.89,118.84,13.87,14.01
28-Oct-14,10.88,0,83.63,213.43,0.39,144.98,14.01,8.9
29-Oct-14,12.46,0,75.18,207.1,0.45,81.39,8.9,13.15
30-Oct-14,10.25,0,75.29,208.31,1.02,155,13.15,30.51
31-Oct-14,17.83,0,78.13,300.83,2.04,102.11,30.51,22.64
1-Nov-14,18.92,0,76.88,283.93,0.87,126.15,22.64,21.02
2-Nov-14,13.67,0,78.35,37.65,0.77,139.33,21.02,17.26
3-Nov-14,8.29,0,81.23,203.17,0.73,121.48,17.26,18.03
4-Nov-14,22.08,0,83.08,54.79,0.62,250.11,18.03,14.22
5-Nov-14,14.88,0,71.31,327.7,1.24,100.63,14.22,17.3
6-Nov-14,18.54,0.18,79.06,269.81,1.91,247.02,17.3,10.76
7-Nov-14,9.17,0.01,83.69,215.86,1.09,61.63,10.76,12.86
8-Nov-14,21.21,0,72.44,105.34,0.53,227.58,12.86,14.98
9-Nov-14,16,0.02,75.69,125.48,0.66,281.86,14.98,15.02
10-Nov-14,16,0.03,74.22,281.12,1.56,200.77,15.02,8.08
11-Nov-14,11.71,0,74.2,119.06,0.5,113.43,8.08,8.61
12-Nov-14,18,0.01,82.97,82.41,0.68,205.61,8.61,14.09
13-Nov-14,18.17,0,71.3,314.85,1.2,97.61,14.09,14.28
14-Nov-14,10.71,0,77.89,217.01,1.01,114.34,14.28,16.78
15-Nov-14,14.57,0.03,80.77,205.65,1.31,148.35,16.78,16.69
16-Nov-14,15.92,0.03,75.11,268.84,1.33,226.25,16.69,24.35
17-Nov-14,15.17,0,74.96,211.88,1.13,239.29,24.35,16.26
18-Nov-14,16.63,0,81.07,144.67,0.3,182.24,16.26,23.78
19-Nov-14,9.54,0.09,83.87,243.96,0.73,97.9,23.78,19.1
20-Nov-14,13.42,0,76.02,6.26,0.85,163.8,19.1,21.95
21-Nov-14,12.46,0,82.97,231.13,0.9,76.3,21.95,17.08
22-Nov-14,15.48,0,80.17,253.46,0.33,139.29,17.08,13.92
23-Nov-14,7.21,0,79.23,166.99,0.28,153.71,13.92,13.48
24-Nov-14,16.3,0.01,77.58,359.1,1.44,180.2,13.48,7.7
25-Nov-14,5.33,0,73.84,200.01,0.27,130.74,7.7,6.81
26-Nov-14,13.88,0.09,72.54,35.36,1.68,93.64,6.81,16.24
27-Nov-14,11.33,0,76.63,30.6,0.69,164.63,16.24,20.47
28-Nov-14,12.54,0,78.58,160.17,0.43,113.13,20.47,13.51
29-Nov-14,18.29,0,78.23,231.4,2.25,252.55,13.51,13.6
30-Nov-14,11.46,0.02,81.39,187.27,2.02,51.18,13.6,10.17
1-Dec-14,13.96,0.02,74.22,168.06,0.67,204.22,10.17,13
2-Dec-14,13.79,0,75.73,190.87,0.86,139.3,13,11.72
3-Dec-14,19.88,0,75.48,158.29,0.49,223.42,11.72,14.29
4-Dec-14,10.21,0,84.9,248.79,0.82,54.08,14.29,11.53
5-Dec-14,10.79,0,74.23,194.16,0.2,56.96,11.53,14.06
6-Dec-14,19.29,0.02,76.18,78.94,0.63,134.5,14.06,8.81
7-Dec-14,12.04,0,80.48,250.71,0.53,113.02,8.81,11.49
8-Dec-14,18.83,0,77.53,46.47,0.58,294.38,11.49,13.6
9-Dec-14,9.54,0,71.98,184.04,0.95,136.74,13.6,11.19
10-Dec-14,19.67,0.01,75.15,204.41,0.93,148,11.19,8.31
11-Dec-14,23.5,0,81.2,234.81,1.64,262.41,8.31,6.49
12-Dec-14,15.21,0.03,81.25,288.91,0.73,96.43,6.49,12.81
13-Dec-14,12.58,0,77.52,110.12,0.57,193.54,12.81,11.16
14-Dec-14,14.04,0.01,80.53,249.59,1.57,141.83,11.16,5.3
15-Dec-14,13.88,0.01,83.5,239.16,2.08,128.8,5.3,10.92
16-Dec-14,12.42,0.05,77.61,292.99,1.41,114.95,10.92,18.46
17-Dec-14,13.58,0.06,78.45,271.7,1.23,112.21,18.46,9.59
18-Dec-14,15.17,0.11,81.05,56.86,1.43,141.66,9.59,5.13
19-Dec-14,14.29,0.05,80.13,85.13,0.68,124.41,5.13,7.19
20-Dec-14,12.92,0.08,82.35,243.64,1.79,104.86,7.19,6.08
21-Dec-14,18.58,0.02,81.24,67.04,0.77,28.31,6.08,7.89
22-Dec-14,11.92,0,79.13,221.1,0.8,167.06,7.89,13.3
23-Dec-14,20.13,0,77.14,62.99,0.4,114.53,13.3,13.78
24-Dec-14,14.67,0,77.79,174.05,0.23,167.98,13.78,11.97
25-Dec-14,23,0,76.09,224.65,1.2,294.13,11.97,9.49
26-Dec-14,17.75,0.01,79.58,264.71,1.32,144.04,9.49,9.53
27-Dec-14,11.92,0,79.66,73.84,0.49,125.78,9.53,16.63
28-Dec-14,13.71,0.05,78.69,253.68,1.86,167.98,16.63,11.86
29-Dec-14,17.75,0,81.38,213.22,1.15,137.38,11.86,6.9
30-Dec-14,20.5,0.01,79.55,151,0.87,178.64,6.9,8.41
31-Dec-14,17.5,0,72.82,232.92,0.6,177.29,8.41,12.43
